Fecha,Hora de salida,Lugar de Origen,Lugar de Destino,ID,Coord Origen,Coord Destino,Origen Lat,Origen Lon,Destino Lat,Destino Lon
2024-06-12,16:12:00,Jayllihuaya Puno,Urbanización Alto Puno,321,"(-15.8787471, -69.9751057)","(-15.814292, -70.031918)",-15.8787471,-69.9751057,-15.814292,-70.031918
2024-06-12,17:21:00,Hotel Libertador Lago Titicaca Puno,Cementerio Yanamayo Puno,322,"(-15.827961, -69.993105)","(-15.8096272, -70.0300562)",-15.827961,-69.993105,-15.8096272,-70.0300562
2024-06-12,17:24:00,Jayllihuaya Puno,Av. Costanera Puno,323,"(-15.8787471, -69.9751057)","(-15.8399095, -70.0176539)",-15.8787471,-69.9751057,-15.8399095,-70.0176539
2024-06-12,17:35:00,Estadio Enrique Torres Belón,Colegio Adventista Puno,324,"(-15.8370214, -70.0219969)","(-15.8366071, -70.0291852)",-15.8370214,-70.0219969,-15.8366071,-70.0291852
2024-06-12,17:52:00,Municipalidad Provincial de Puno,Hospital Regional Manuel Núñez Butrón,325,"(-15.840283, -70.028314)","(-15.841852, -70.021574)",-15.840283,-70.028314,-15.841852,-70.021574
2024-06-12,18:51:00,Hotel Libertador Lago Titicaca Puno,Instituto de Educación Superior Tecnológico Público Puno,326,"(-15.827961, -69.993105)","(-15.882774, -69.999663)",-15.827961,-69.993105,-15.882774,-69.999663
2024-06-12,19:09:00,Hospital Regional Manuel Núñez Butrón,Avenida La Torre Puno,327,"(-15.841852, -70.021574)","(-15.8336052, -70.0276202)",-15.841852,-70.021574,-15.8336052,-70.0276202
2024-06-12,19:45:00,Jayllihuaya Puno,Jr. Los Incas Puno,328,"(-15.8787471, -69.9751057)","(-15.836837, -70.024882)",-15.8787471,-69.9751057,-15.836837,-70.024882
2024-06-12,19:58:00,Parque del Periodista Puno,Jr. Lima Puno,329,"(-15.839012, -70.023311)","(-15.838756, -70.02816)",-15.839012,-70.023311,-15.838756,-70.02816
2024-06-12,20:31:00,Hotel Libertador Lago Titicaca Puno,Mercado Bellavista Puno,330,"(-15.827961, -69.993105)","(-15.8335335, -70.0233376)",-15.827961,-69.993105,-15.8335335,-70.0233376
2024-06-12,21:38:00,Hotel Libertador Lago Titicaca Puno,Plaza Mayor de Puno,331,"(-15.827961, -69.993105)","(-15.8405942, -70.0279834)",-15.827961,-69.993105,-15.8405942,-70.0279834
2024-06-13,05:06:00,Hostal Mirador Korichasca Puno,Gran Unidad Escolar San Carlos Puno,332,"(-15.8524836, -70.0261856)","(-15.840115, -70.025425)",-15.8524836,-70.0261856,-15.840115,-70.025425
2024-06-13,05:46:00,Parque del Periodista Puno,Municipalidad Provincial de Puno,333,"(-15.839012, -70.023311)","(-15.840283, -70.028314)",-15.839012,-70.023311,-15.840283,-70.028314
2024-06-13,06:22:00,Mercado Unión y Dignidad Puno,Jr. Los Incas Puno,334,"(-15.840089, -70.0193667)","(-15.836837, -70.024882)",-15.840089,-70.0193667,-15.836837,-70.024882
2024-06-13,06:38:00,Plaza Vea Puno,Plaza Mayor de Puno,335,"(-15.83636, -70.025604)","(-15.8405942, -70.0279834)",-15.83636,-70.025604,-15.8405942,-70.0279834
2024-06-13,07:09:00,Estadio Enrique Torres Belón,Senati Puno,336,"(-15.8370214, -70.0219969)","(-15.8699536, -69.9988485)",-15.8370214,-70.0219969,-15.8699536,-69.9988485
2024-06-13,07:11:00,Urbanización Chanu Chanu Puno,Colegio Glorioso San Carlos Puno,337,"(-15.8603257, -70.013686)","(-15.8348219, -70.0245958)",-15.8603257,-70.013686,-15.8348219,-70.0245958
2024-06-13,07:15:00,Urbanización Alto Puno,Senati Puno,338,"(-15.814292, -70.031918)","(-15.8699536, -69.9988485)",-15.814292,-70.031918,-15.8699536,-69.9988485
2024-06-13,07:50:00,Jr. Lima Puno,Puerto Lacustre Puno,339,"(-15.838756, -70.02816)","(-15.835401, -70.014945)",-15.838756,-70.02816,-15.835401,-70.014945
2024-06-13,07:53:00,Avenida El Sol Puno,Mirador Kuntur Wasi Puno,340,"(-15.8458219, -70.0202123)","(-15.8471356, -70.0299513)",-15.8458219,-70.0202123,-15.8471356,-70.0299513
2024-06-13,08:07:00,Mirador Puma Uta Puno,Salcedo Puno,341,"(-15.8202693, -70.0287285)","(-15.8687992, -69.9986595)",-15.8202693,-70.0287285,-15.8687992,-69.9986595
2024-06-13,09:29:00,Gobierno Regional de Puno,Hospital Regional Manuel Núñez Butrón,342,"(-15.8400211, -70.0276698)","(-15.841852, -70.021574)",-15.8400211,-70.0276698,-15.841852,-70.021574
2024-06-13,09:44:00,Urbanización Alto Puno,Terminal Terrestre Puno,343,"(-15.814292, -70.031918)","(-15.843678, -70.017225)",-15.814292,-70.031918,-15.843678,-70.017225
2024-06-13,09:51:00,Parque San Román Puno,Hotel Sonesta Posadas del Inca Puno,344,"(-15.841093, -70.029431)","(-15.8241171, -70.0050901)",-15.841093,-70.029431,-15.8241171,-70.0050901
2024-06-13,10:12:00,Urbanización Chanu Chanu Puno,Avenida La Torre Puno,345,"(-15.8603257, -70.013686)","(-15.8336052, -70.0276202)",-15.8603257,-70.013686,-15.8336052,-70.0276202
2024-06-13,12:17:00,Urbanización Chanu Chanu Puno,Terminal Zonal Sur Puno,346,"(-15.8603257, -70.013686)","(-15.8477879, -70.0149008)",-15.8603257,-70.013686,-15.8477879,-70.0149008
2024-06-13,12:18:00,Terminal Zonal Sur Puno,Complejo Deportivo Alto Llavini Puno,347,"(-15.8477879, -70.0149008)","(-15.81855, -70.025004)",-15.8477879,-70.0149008,-15.81855,-70.025004
2024-06-13,12:51:00,Gobierno Regional de Puno,Mirador Kuntur Wasi Puno,348,"(-15.8400211, -70.0276698)","(-15.8471356, -70.0299513)",-15.8400211,-70.0276698,-15.8471356,-70.0299513
2024-06-13,13:16:00,Terminal Terrestre Puno,Parque San Román Puno,349,"(-15.843678, -70.017225)","(-15.841093, -70.029431)",-15.843678,-70.017225,-15.841093,-70.029431
2024-06-13,17:18:00,Av. Costanera Puno,Mercado Bellavista Puno,350,"(-15.8399095, -70.0176539)","(-15.8335335, -70.0233376)",-15.8399095,-70.0176539,-15.8335335,-70.0233376
2024-06-13,17:55:00,Parque del Niño Puno,Jr. Los Incas Puno,351,"(-15.858797, -70.012071)","(-15.836837, -70.024882)",-15.858797,-70.012071,-15.836837,-70.024882
2024-06-13,17:56:00,Colegio María Auxiliadora Puno,Instituto de Educación Superior Tecnológico Público Puno,352,"(-15.8379872, -70.0329811)","(-15.882774, -69.999663)",-15.8379872,-70.0329811,-15.882774,-69.999663
2024-06-13,18:33:00,Hotel Sonesta Posadas del Inca Puno,Avenida Floral Puno,353,"(-15.8241171, -70.0050901)","(-15.8268687, -70.0141471)",-15.8241171,-70.0050901,-15.8268687,-70.0141471
2024-06-13,18:50:00,Gobierno Regional de Puno,Plaza Mayor de Puno,354,"(-15.8400211, -70.0276698)","(-15.8405942, -70.0279834)",-15.8400211,-70.0276698,-15.8405942,-70.0279834
2024-06-13,19:13:00,Parque del Periodista Puno,Parque Mariátegui Puno,355,"(-15.839012, -70.023311)","(-15.8393597, -70.0245754)",-15.839012,-70.023311,-15.8393597,-70.0245754
2024-06-13,19:53:00,Mercado Unión y Dignidad Puno,Ministerio de Cultura Puno,356,"(-15.840089, -70.0193667)","(-15.842631, -70.028915)",-15.840089,-70.0193667,-15.842631,-70.028915
2024-06-13,20:44:00,Universidad Nacional del Altiplano,Mercado Unión y Dignidad Puno,357,"(-15.8242768, -70.0161264)","(-15.840089, -70.0193667)",-15.8242768,-70.0161264,-15.840089,-70.0193667
2024-06-13,20:53:00,Plaza Vea Puno,Gran Unidad Escolar San Carlos Puno,358,"(-15.83636, -70.025604)","(-15.840115, -70.025425)",-15.83636,-70.025604,-15.840115,-70.025425
2024-06-13,20:57:00,Avenida El Sol Puno,Plaza Vea Puno,359,"(-15.8458219, -70.0202123)","(-15.83636, -70.025604)",-15.8458219,-70.0202123,-15.83636,-70.025604
2024-06-14,06:44:00,Puerto Lacustre Puno,Cementerio Yanamayo Puno,360,"(-15.835401, -70.014945)","(-15.8096272, -70.0300562)",-15.835401,-70.014945,-15.8096272,-70.0300562
2024-06-14,07:17:00,Urbanización Alto Puno,Hotel Libertador Lago Titicaca Puno,361,"(-15.814292, -70.031918)","(-15.827961, -69.993105)",-15.814292,-70.031918,-15.827961,-69.993105
2024-06-14,09:07:00,Avenida Floral Puno,Jayllihuaya Puno,362,"(-15.8268687, -70.0141471)","(-15.8787471, -69.9751057)",-15.8268687,-70.0141471,-15.8787471,-69.9751057
2024-06-14,09:08:00,Jr. Lima Puno,Plaza Mayor de Puno,363,"(-15.838756, -70.02816)","(-15.8405942, -70.0279834)",-15.838756,-70.02816,-15.8405942,-70.0279834
2024-06-14,10:37:00,Ministerio de Cultura Puno,Parque del Periodista Puno,364,"(-15.842631, -70.028915)","(-15.839012, -70.023311)",-15.842631,-70.028915,-15.839012,-70.023311
2024-06-14,11:27:00,Hotel Sonesta Posadas del Inca Puno,Jr. Tarapacá Puno,365,"(-15.8241171, -70.0050901)","(-15.83755, -70.029158)",-15.8241171,-70.0050901,-15.83755,-70.029158
2024-06-14,11:57:00,Puerto Lacustre Puno,Avenida Floral Puno,366,"(-15.835401, -70.014945)","(-15.8268687, -70.0141471)",-15.835401,-70.014945,-15.8268687,-70.0141471
2024-06-14,12:24:00,Colegio Glorioso San Carlos Puno,Avenida Floral Puno,367,"(-15.8348219, -70.0245958)","(-15.8268687, -70.0141471)",-15.8348219,-70.0245958,-15.8268687,-70.0141471
2024-06-14,13:00:00,Gobierno Regional de Puno,Mercado Laykakota Puno,368,"(-15.8400211, -70.0276698)","(-15.8465279, -70.0207765)",-15.8400211,-70.0276698,-15.8465279,-70.0207765
2024-06-14,13:29:00,Avenida La Torre Puno,Cementerio Yanamayo Puno,369,"(-15.8336052, -70.0276202)","(-15.8096272, -70.0300562)",-15.8336052,-70.0276202,-15.8096272,-70.0300562
2024-06-14,13:30:00,Hotel Libertador Lago Titicaca Puno,Plaza Vea Puno,370,"(-15.827961, -69.993105)","(-15.83636, -70.025604)",-15.827961,-69.993105,-15.83636,-70.025604
2024-06-14,14:23:00,Parque San Román Puno,Complejo Deportivo Alto Llavini Puno,371,"(-15.841093, -70.029431)","(-15.81855, -70.025004)",-15.841093,-70.029431,-15.81855,-70.025004
2024-06-14,15:15:00,Hospital Regional Manuel Núñez Butrón,Urbanización Alto Puno,372,"(-15.841852, -70.021574)","(-15.814292, -70.031918)",-15.841852,-70.021574,-15.814292,-70.031918
2024-06-14,18:48:00,Plaza Mayor de Puno,Parque del Periodista Puno,373,"(-15.8405942, -70.0279834)","(-15.839012, -70.023311)",-15.8405942,-70.0279834,-15.839012,-70.023311
2024-06-14,18:57:00,Jr. Tarapacá Puno,Colegio María Auxiliadora Puno,374,"(-15.83755, -70.029158)","(-15.8379872, -70.0329811)",-15.83755,-70.029158,-15.8379872,-70.0329811
2024-06-14,19:18:00,Gran Unidad Escolar San Carlos Puno,Mercado Unión y Dignidad Puno,375,"(-15.840115, -70.025425)","(-15.840089, -70.0193667)",-15.840115,-70.025425,-15.840089,-70.0193667
2024-06-14,19:19:00,Mercado Laykakota Puno,Senati Puno,376,"(-15.8465279, -70.0207765)","(-15.8699536, -69.9988485)",-15.8465279,-70.0207765,-15.8699536,-69.9988485
2024-06-14,20:39:00,Urbanización Chanu Chanu Puno,Universidad Nacional del Altiplano,377,"(-15.8603257, -70.013686)","(-15.8242768, -70.0161264)",-15.8603257,-70.013686,-15.8242768,-70.0161264
2024-06-14,20:59:00,Parque Pino Puno,Gran Unidad Escolar San Carlos Puno,378,"(-15.8378073, -70.0280672)","(-15.840115, -70.025425)",-15.8378073,-70.0280672,-15.840115,-70.025425
2024-06-14,22:24:00,Centro de Salud Metropolitano Puno,Terminal Terrestre Puno,379,"(-15.8434283, -70.0213117)","(-15.843678, -70.017225)",-15.8434283,-70.0213117,-15.843678,-70.017225
2024-06-15,05:58:00,Avenida La Torre Puno,Mercado Unión y Dignidad Puno,380,"(-15.8336052, -70.0276202)","(-15.840089, -70.0193667)",-15.8336052,-70.0276202,-15.840089,-70.0193667
2024-06-15,06:42:00,Hotel Libertador Lago Titicaca Puno,Ministerio de Cultura Puno,381,"(-15.827961, -69.993105)","(-15.842631, -70.028915)",-15.827961,-69.993105,-15.842631,-70.028915
2024-06-15,07:34:00,Gobierno Regional de Puno,Hostal Mirador Korichasca Puno,382,"(-15.8400211, -70.0276698)","(-15.8524836, -70.0261856)",-15.8400211,-70.0276698,-15.8524836,-70.0261856
2024-06-15,07:43:00,Puerto Lacustre Puno,Urbanización Bellavista Puno,383,"(-15.835401, -70.014945)","(-15.832755, -70.022242)",-15.835401,-70.014945,-15.832755,-70.022242
2024-06-15,08:19:00,Instituto de Educación Superior Tecnológico Público Puno,Mirador Puma Uta Puno,384,"(-15.882774, -69.999663)","(-15.8202693, -70.0287285)",-15.882774,-69.999663,-15.8202693,-70.0287285
2024-06-15,08:43:00,Universidad Andina Néstor Cáceres Velásquez Puno,Avenida Floral Puno,385,"(-15.8421779, -70.0236583)","(-15.8268687, -70.0141471)",-15.8421779,-70.0236583,-15.8268687,-70.0141471
2024-06-15,08:54:00,Estadio Enrique Torres Belón,Jr. Lima Puno,386,"(-15.8370214, -70.0219969)","(-15.838756, -70.02816)",-15.8370214,-70.0219969,-15.838756,-70.02816
2024-06-15,09:01:00,Polideportivo Chanu Chanu Puno,Gobierno Regional de Puno,387,"(-15.856024, -70.011223)","(-15.8400211, -70.0276698)",-15.856024,-70.011223,-15.8400211,-70.0276698
2024-06-15,09:04:00,Hostal Mirador Korichasca Puno,Cementerio Yanamayo Puno,388,"(-15.8524836, -70.0261856)","(-15.8096272, -70.0300562)",-15.8524836,-70.0261856,-15.8096272,-70.0300562
2024-06-15,09:14:00,Avenida La Torre Puno,Parque del Niño Puno,389,"(-15.8336052, -70.0276202)","(-15.858797, -70.012071)",-15.8336052,-70.0276202,-15.858797,-70.012071
2024-06-15,09:56:00,Gran Unidad Escolar San Carlos Puno,Jayllihuaya Puno,390,"(-15.840115, -70.025425)","(-15.8787471, -69.9751057)",-15.840115,-70.025425,-15.8787471,-69.9751057
2024-06-15,11:05:00,Hospital Regional Manuel Núñez Butrón,Centro de Salud Metropolitano Puno,391,"(-15.841852, -70.021574)","(-15.8434283, -70.0213117)",-15.841852,-70.021574,-15.8434283,-70.0213117
2024-06-15,11:49:00,Instituto de Educación Superior Tecnológico Público Puno,Jr. Lima Puno,392,"(-15.882774, -69.999663)","(-15.838756, -70.02816)",-15.882774,-69.999663,-15.838756,-70.02816
2024-06-15,12:25:00,Mercado Bellavista Puno,Institución Educativa San Juan Bautista Puno,393,"(-15.8335335, -70.0233376)","(-15.840051, -70.0298054)",-15.8335335,-70.0233376,-15.840051,-70.0298054
2024-06-15,13:06:00,Avenida La Torre Puno,Mercado Bellavista Puno,394,"(-15.8336052, -70.0276202)","(-15.8335335, -70.0233376)",-15.8336052,-70.0276202,-15.8335335,-70.0233376
2024-06-15,14:34:00,Jayllihuaya Puno,Puerto Lacustre Puno,395,"(-15.8787471, -69.9751057)","(-15.835401, -70.014945)",-15.8787471,-69.9751057,-15.835401,-70.014945
2024-06-15,14:46:00,Estadio Enrique Torres Belón,Polideportivo Chanu Chanu Puno,396,"(-15.8370214, -70.0219969)","(-15.856024, -70.011223)",-15.8370214,-70.0219969,-15.856024,-70.011223
2024-06-15,16:30:00,Hostal Mirador Korichasca Puno,Complejo Deportivo Alto Llavini Puno,397,"(-15.8524836, -70.0261856)","(-15.81855, -70.025004)",-15.8524836,-70.0261856,-15.81855,-70.025004
2024-06-15,17:14:00,Avenida El Sol Puno,Parque Mariátegui Puno,398,"(-15.8458219, -70.0202123)","(-15.8393597, -70.0245754)",-15.8458219,-70.0202123,-15.8393597,-70.0245754
2024-06-15,17:27:00,Terminal Terrestre Puno,Urbanización Chanu Chanu Puno,399,"(-15.843678, -70.017225)","(-15.8603257, -70.013686)",-15.843678,-70.017225,-15.8603257,-70.013686
2024-06-15,17:27:00,Cementerio Yanamayo Puno,Avenida Floral Puno,400,"(-15.8096272, -70.0300562)","(-15.8268687, -70.0141471)",-15.8096272,-70.0300562,-15.8268687,-70.0141471
2024-06-15,17:48:00,Salcedo Puno,Instituto Americano de Arte Puno,401,"(-15.8687992, -69.9986595)","(-15.836384, -70.027622)",-15.8687992,-69.9986595,-15.836384,-70.027622
2024-06-15,18:32:00,Plaza Mayor de Puno,Municipalidad Provincial de Puno,402,"(-15.8405942, -70.0279834)","(-15.840283, -70.028314)",-15.8405942,-70.0279834,-15.840283,-70.028314
2024-06-15,19:15:00,Parque Pino Puno,Mirador Puma Uta Puno,403,"(-15.8378073, -70.0280672)","(-15.8202693, -70.0287285)",-15.8378073,-70.0280672,-15.8202693,-70.0287285
2024-06-15,19:32:00,Hospital Regional Manuel Núñez Butrón,Puerto Lacustre Puno,404,"(-15.841852, -70.021574)","(-15.835401, -70.014945)",-15.841852,-70.021574,-15.835401,-70.014945
2024-06-15,20:56:00,Parque Mariátegui Puno,Hospital III EsSalud Puno,405,"(-15.8393597, -70.0245754)","(-15.8734615, -70.0004113)",-15.8393597,-70.0245754,-15.8734615,-70.0004113
2024-06-15,20:56:00,Complejo Deportivo Alto Llavini Puno,Puerto Lacustre Puno,406,"(-15.81855, -70.025004)","(-15.835401, -70.014945)",-15.81855,-70.025004,-15.835401,-70.014945
2024-06-16,05:49:00,Plaza Mayor de Puno,Universidad Nacional del Altiplano,407,"(-15.8405942, -70.0279834)","(-15.8242768, -70.0161264)",-15.8405942,-70.0279834,-15.8242768,-70.0161264
2024-06-16,06:12:00,Hostal Mirador Korichasca Puno,Puerto Lacustre Puno,408,"(-15.8524836, -70.0261856)","(-15.835401, -70.014945)",-15.8524836,-70.0261856,-15.835401,-70.014945
2024-06-16,06:44:00,Avenida Floral Puno,Terminal Zonal Sur Puno,409,"(-15.8268687, -70.0141471)","(-15.8477879, -70.0149008)",-15.8268687,-70.0141471,-15.8477879,-70.0149008
2024-06-16,06:58:00,Puerto Lacustre Puno,Parque Mariátegui Puno,410,"(-15.835401, -70.014945)","(-15.8393597, -70.0245754)",-15.835401,-70.014945,-15.8393597,-70.0245754
2024-06-16,07:57:00,Avenida Floral Puno,Hostal Mirador Korichasca Puno,411,"(-15.8268687, -70.0141471)","(-15.8524836, -70.0261856)",-15.8268687,-70.0141471,-15.8524836,-70.0261856
2024-06-16,08:19:00,Jr. Tarapacá Puno,Hotel Libertador Lago Titicaca Puno,412,"(-15.83755, -70.029158)","(-15.827961, -69.993105)",-15.83755,-70.029158,-15.827961,-69.993105
2024-06-16,08:44:00,Gobierno Regional de Puno,Plaza Vea Puno,413,"(-15.8400211, -70.0276698)","(-15.83636, -70.025604)",-15.8400211,-70.0276698,-15.83636,-70.025604
2024-06-16,08:55:00,Colegio María Auxiliadora Puno,Gobierno Regional de Puno,414,"(-15.8379872, -70.0329811)","(-15.8400211, -70.0276698)",-15.8379872,-70.0329811,-15.8400211,-70.0276698
2024-06-16,09:38:00,Centro de Salud Metropolitano Puno,Urbanización Huajsapata Puno,415,"(-15.8434283, -70.0213117)","(-15.842445, -70.032551)",-15.8434283,-70.0213117,-15.842445,-70.032551
2024-06-16,09:41:00,Mercado Laykakota Puno,Terminal Terrestre Puno,416,"(-15.8465279, -70.0207765)","(-15.843678, -70.017225)",-15.8465279,-70.0207765,-15.843678,-70.017225
2024-06-16,10:30:00,Universidad Nacional del Altiplano,Puerto Lacustre Puno,417,"(-15.8242768, -70.0161264)","(-15.835401, -70.014945)",-15.8242768,-70.0161264,-15.835401,-70.014945
2024-06-16,11:25:00,Hospital III EsSalud Puno,Avenida Floral Puno,418,"(-15.8734615, -70.0004113)","(-15.8268687, -70.0141471)",-15.8734615,-70.0004113,-15.8268687,-70.0141471
2024-06-16,12:39:00,Jayllihuaya Puno,Colegio Adventista Puno,419,"(-15.8787471, -69.9751057)","(-15.8366071, -70.0291852)",-15.8787471,-69.9751057,-15.8366071,-70.0291852
2024-06-16,12:41:00,Gobierno Regional de Puno,Universidad Nacional del Altiplano,420,"(-15.8400211, -70.0276698)","(-15.8242768, -70.0161264)",-15.8400211,-70.0276698,-15.8242768,-70.0161264
2024-06-16,12:53:00,Instituto de Educación Superior Tecnológico Público Puno,Parque Pino Puno,421,"(-15.882774, -69.999663)","(-15.8378073, -70.0280672)",-15.882774,-69.999663,-15.8378073,-70.0280672
2024-06-16,15:35:00,Colegio Glorioso San Carlos Puno,Jr. Lima Puno,422,"(-15.8348219, -70.0245958)","(-15.838756, -70.02816)",-15.8348219,-70.0245958,-15.838756,-70.02816
2024-06-16,16:29:00,Mirador Kuntur Wasi Puno,Salcedo Puno,423,"(-15.8471356, -70.0299513)","(-15.8687992, -69.9986595)",-15.8471356,-70.0299513,-15.8687992,-69.9986595
2024-06-16,17:36:00,Mercado Laykakota Puno,Gran Unidad Escolar San Carlos Puno,424,"(-15.8465279, -70.0207765)","(-15.840115, -70.025425)",-15.8465279,-70.0207765,-15.840115,-70.025425
2024-06-16,18:41:00,Parque Pino Puno,Urbanización Bellavista Puno,425,"(-15.8378073, -70.0280672)","(-15.832755, -70.022242)",-15.8378073,-70.0280672,-15.832755,-70.022242
2024-06-16,18:48:00,Plaza Mayor de Puno,Hotel Libertador Lago Titicaca Puno,426,"(-15.8405942, -70.0279834)","(-15.827961, -69.993105)",-15.8405942,-70.0279834,-15.827961,-69.993105
2024-06-16,18:48:00,Jr. Lima Puno,Plaza Vea Puno,427,"(-15.838756, -70.02816)","(-15.83636, -70.025604)",-15.838756,-70.02816,-15.83636,-70.025604
2024-06-16,18:51:00,Avenida El Sol Puno,Parque Mariátegui Puno,428,"(-15.8458219, -70.0202123)","(-15.8393597, -70.0245754)",-15.8458219,-70.0202123,-15.8393597,-70.0245754
2024-06-16,19:23:00,Jr. Tarapacá Puno,Polideportivo Chanu Chanu Puno,429,"(-15.83755, -70.029158)","(-15.856024, -70.011223)",-15.83755,-70.029158,-15.856024,-70.011223
2024-06-16,22:05:00,Senati Puno,Urbanización Salcedo Puno,430,"(-15.8699536, -69.9988485)","(-15.8724851, -69.9928585)",-15.8699536,-69.9988485,-15.8724851,-69.9928585
2024-06-16,22:24:00,Parque San Román Puno,Mirador Puma Uta Puno,431,"(-15.841093, -70.029431)","(-15.8202693, -70.0287285)",-15.841093,-70.029431,-15.8202693,-70.0287285
2024-06-16,22:26:00,Puerto Lacustre Puno,Hotel Libertador Lago Titicaca Puno,432,"(-15.835401, -70.014945)","(-15.827961, -69.993105)",-15.835401,-70.014945,-15.827961,-69.993105
2024-06-17,05:16:00,Puerto Lacustre Puno,Jr. Lima Puno,433,"(-15.835401, -70.014945)","(-15.838756, -70.02816)",-15.835401,-70.014945,-15.838756,-70.02816
2024-06-17,05:35:00,Puerto Lacustre Puno,Mercado Bellavista Puno,434,"(-15.835401, -70.014945)","(-15.8335335, -70.0233376)",-15.835401,-70.014945,-15.8335335,-70.0233376
2024-06-17,06:17:00,Cementerio Laykakota Puno,Salcedo Puno,435,"(-15.8492522, -70.0210575)","(-15.8687992, -69.9986595)",-15.8492522,-70.0210575,-15.8687992,-69.9986595
2024-06-17,06:39:00,Parque del Niño Puno,Mercado Bellavista Puno,436,"(-15.858797, -70.012071)","(-15.8335335, -70.0233376)",-15.858797,-70.012071,-15.8335335,-70.0233376
2024-06-17,07:16:00,Parque Mariátegui Puno,Plaza Vea Puno,437,"(-15.8393597, -70.0245754)","(-15.83636, -70.025604)",-15.8393597,-70.0245754,-15.83636,-70.025604
2024-06-17,07:26:00,Urbanización Bellavista Puno,Plaza Vea Puno,438,"(-15.832755, -70.022242)","(-15.83636, -70.025604)",-15.832755,-70.022242,-15.83636,-70.025604
2024-06-17,07:28:00,Mirador Puma Uta Puno,Municipalidad Provincial de Puno,439,"(-15.8202693, -70.0287285)","(-15.840283, -70.028314)",-15.8202693,-70.0287285,-15.840283,-70.028314
2024-06-17,08:09:00,Hostal Mirador Korichasca Puno,Parque Pino Puno,440,"(-15.8524836, -70.0261856)","(-15.8378073, -70.0280672)",-15.8524836,-70.0261856,-15.8378073,-70.0280672
2024-06-17,08:16:00,Gobierno Regional de Puno,Puerto Lacustre Puno,441,"(-15.8400211, -70.0276698)","(-15.835401, -70.014945)",-15.8400211,-70.0276698,-15.835401,-70.014945
2024-06-17,08:29:00,Universidad Nacional del Altiplano,Jr. Tarapacá Puno,442,"(-15.8242768, -70.0161264)","(-15.83755, -70.029158)",-15.8242768,-70.0161264,-15.83755,-70.029158
2024-06-17,09:35:00,Avenida La Torre Puno,Colegio María Auxiliadora Puno,443,"(-15.8336052, -70.0276202)","(-15.8379872, -70.0329811)",-15.8336052,-70.0276202,-15.8379872,-70.0329811
2024-06-17,09:46:00,Jr. Lima Puno,Jayllihuaya Puno,444,"(-15.838756, -70.02816)","(-15.8787471, -69.9751057)",-15.838756,-70.02816,-15.8787471,-69.9751057
2024-06-17,10:41:00,Puerto Lacustre Puno,Urbanización Salcedo Puno,445,"(-15.835401, -70.014945)","(-15.8724851, -69.9928585)",-15.835401,-70.014945,-15.8724851,-69.9928585
2024-06-17,12:59:00,Hotel Sonesta Posadas del Inca Puno,Colegio Glorioso San Carlos Puno,446,"(-15.8241171, -70.0050901)","(-15.8348219, -70.0245958)",-15.8241171,-70.0050901,-15.8348219,-70.0245958
2024-06-17,13:33:00,Jr. Los Incas Puno,Municipalidad Provincial de Puno,447,"(-15.836837, -70.024882)","(-15.840283, -70.028314)",-15.836837,-70.024882,-15.840283,-70.028314
2024-06-17,14:59:00,Avenida Floral Puno,Hospital Regional Manuel Núñez Butrón,448,"(-15.8268687, -70.0141471)","(-15.841852, -70.021574)",-15.8268687,-70.0141471,-15.841852,-70.021574
2024-06-17,16:19:00,Polideportivo Chanu Chanu Puno,Jr. Lima Puno,449,"(-15.856024, -70.011223)","(-15.838756, -70.02816)",-15.856024,-70.011223,-15.838756,-70.02816
2024-06-17,17:34:00,Colegio Don Bosco Puno,Hotel Sonesta Posadas del Inca Puno,450,"(-15.883085, -70.001176)","(-15.8241171, -70.0050901)",-15.883085,-70.001176,-15.8241171,-70.0050901
2024-06-17,17:49:00,Jr. Los Incas Puno,Urbanización Salcedo Puno,451,"(-15.836837, -70.024882)","(-15.8724851, -69.9928585)",-15.836837,-70.024882,-15.8724851,-69.9928585
2024-06-17,18:20:00,Urbanización Bellavista Puno,Gran Unidad Escolar San Carlos Puno,452,"(-15.832755, -70.022242)","(-15.840115, -70.025425)",-15.832755,-70.022242,-15.840115,-70.025425
2024-06-17,18:28:00,Mercado Bellavista Puno,Colegio Glorioso San Carlos Puno,453,"(-15.8335335, -70.0233376)","(-15.8348219, -70.0245958)",-15.8335335,-70.0233376,-15.8348219,-70.0245958
2024-06-17,18:45:00,Universidad Andina Néstor Cáceres Velásquez Puno,Avenida El Sol Puno,454,"(-15.8421779, -70.0236583)","(-15.8458219, -70.0202123)",-15.8421779,-70.0236583,-15.8458219,-70.0202123
2024-06-17,20:18:00,Gobierno Regional de Puno,Colegio Adventista Puno,455,"(-15.8400211, -70.0276698)","(-15.8366071, -70.0291852)",-15.8400211,-70.0276698,-15.8366071,-70.0291852
2024-06-18,06:06:00,Urbanización Salcedo Puno,Puerto Lacustre Puno,456,"(-15.8724851, -69.9928585)","(-15.835401, -70.014945)",-15.8724851,-69.9928585,-15.835401,-70.014945
2024-06-18,06:37:00,Plaza Mayor de Puno,Senati Puno,457,"(-15.8405942, -70.0279834)","(-15.8699536, -69.9988485)",-15.8405942,-70.0279834,-15.8699536,-69.9988485
