Fecha,Hora de salida,Lugar de Origen,Lugar de Destino
2024-07-21,07:16:00,Urbanización Bellavista Puno,Parque Mariátegui Puno
2024-07-21,07:38:00,Urbanización Huajsapata Puno,Hostal Mirador Korichasca Puno
2024-07-21,07:55:00,Mercado Laykakota Puno,Centro de Salud Metropolitano Puno
2024-07-21,08:18:00,Parque del Niño Puno,Urbanización Bellavista Puno
2024-07-21,08:24:00,Plazuela 15 de Agosto Puno,Jayllihuaya Puno
2024-07-21,08:53:00,Urbanización Bellavista Puno,Instituto Americano Los Andes Puno
2024-07-21,09:18:00,Universidad Nacional del Altiplano,Hostal Mirador Korichasca Puno
2024-07-21,09:28:00,Hospital Regional Manuel Núñez Butrón,Salcedo Puno
2024-07-21,09:32:00,Terminal Zonal Sur Puno,Parque Mariátegui Puno
2024-07-21,11:00:00,Salcedo Puno,Puerto Lacustre Puno
2024-07-21,11:08:00,Avenida Floral Puno,Plazuela Santa Rosa Puno
2024-07-21,12:09:00,Instituto de Cultura y Turismo de Puno,Estadio Enrique Torres Belón
2024-07-21,12:22:00,Isla Esteves Puno,Jayllihuaya Puno
2024-07-21,12:38:00,Mercado Central Bellavista Puno,Catedral Basílica de Puno
2024-07-21,13:49:00,Hospital Regional Manuel Núñez Butrón,Avenida La Torre Puno
2024-07-21,14:31:00,Puerto Lacustre Puno,Hostal Mirador Korichasca Puno
2024-07-21,16:39:00,Puerto Muñoz Díaz Puno,Instituto de Cultura y Turismo de Puno
2024-07-21,17:13:00,Urbanización Huajsapata Puno,Urbanización Chanu Chanu Puno
2024-07-21,18:42:00,Terminal Zonal Sur Puno,Cementerio Laykakota Puno
2024-07-21,18:55:00,Real Plaza Puno,Gran Unidad Escolar San Carlos Puno
2024-07-21,19:03:00,Parque Pino Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-07-21,19:58:00,Parque del Niño Puno,Instituto Americano Los Andes Puno
2024-07-21,20:09:00,Hospital Regional Manuel Núñez Butrón,Plazuela 15 de Agosto Puno
2024-07-21,21:13:00,Avenida El Sol Puno,Gran Unidad Escolar San Carlos Puno
2024-07-21,22:46:00,Complejo Deportivo Alto Llavini Puno,Hospital Regional Manuel Núñez Butrón
2024-07-22,05:42:00,Centro de Salud Metropolitano Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-07-22,05:54:00,Jirón Lima Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-07-22,07:05:00,Real Plaza Puno,Plazuela Santa Rosa Puno
2024-07-22,07:20:00,Av. Costanera Puno,Puerto Muñoz Díaz Puno
2024-07-22,07:42:00,Mercado Unión y Dignidad Puno,Universidad Nacional del Altiplano
2024-07-22,08:02:00,Puerto Muñoz Díaz Puno,Puerto Muñoz Díaz Puno
2024-07-22,08:04:00,Avenida La Torre Puno,Universidad Nacional del Altiplano
2024-07-22,08:10:00,Avenida Floral Puno,Puerto Lacustre Puno
2024-07-22,08:11:00,Isla Esteves Puno,Colegio Adventista Puno
2024-07-22,08:39:00,Plaza Mayor de Puno Puno,Puerto Muñoz Díaz Puno
2024-07-22,08:49:00,Mercado Central Bellavista Puno,Hotel Libertador Lago Titicaca Puno
2024-07-22,09:38:00,Senati Puno,Mercado Central Bellavista Puno
2024-07-22,10:03:00,Salcedo Puno,Estadio Enrique Torres Belón
2024-07-22,11:39:00,Polideportivo Chanu Chanu Puno,Puerto Lacustre Puno
2024-07-22,11:47:00,Gobierno Regional de Puno,Gran Unidad Escolar San Carlos Puno
2024-07-22,11:56:00,Colegio Glorioso San Carlos Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-07-22,12:43:00,Iglesia San Juan Bautista Puno,Puerto Lacustre Puno
2024-07-22,12:43:00,Real Plaza Puno,Los Incas Puno
2024-07-22,13:11:00,Municipalidad Provincial de Puno,Avenida La Torre Puno
2024-07-22,14:33:00,Colegio Glorioso San Carlos Puno,Plazuela Santa Rosa Puno
2024-07-22,15:23:00,Plaza Mayor de Puno Puno,Plazuela Santa Rosa Puno
2024-07-22,15:52:00,Jayllihuaya Puno,Parque del Niño Puno
2024-07-22,17:16:00,Municipalidad Provincial de Puno,Urbanización Bellavista Puno
2024-07-22,17:25:00,Instituto Americano Los Andes Puno,Iglesia San Juan Bautista Puno
2024-07-22,17:25:00,Cementerio Laykakota Puno,Complejo Deportivo Alto Llavini Puno
2024-07-22,17:35:00,Instituto Americano Los Andes Puno,Urbanización Bellavista Puno
2024-07-22,19:14:00,Isla Esteves Puno,Salcedo Puno
2024-07-22,21:41:00,Senati Puno,Plaza Mayor de Puno Puno
2024-07-22,22:35:00,Puerto Lacustre Puno,Hotel Sonesta Posadas del Inca Puno
2024-07-23,05:25:00,Av. Costanera Puno,Urbanización Chanu Chanu Puno
2024-07-23,05:32:00,Terminal Zonal Sur Puno,Senati Puno
2024-07-23,05:43:00,Instituto de Cultura y Turismo de Puno,Urbanización Chanu Chanu Puno
2024-07-23,06:28:00,Av. Costanera Puno,Colegio María Auxiliadora Puno
2024-07-23,06:38:00,Hotel Sonesta Posadas del Inca Puno,Avenida Floral Puno
2024-07-23,07:09:00,Colegio Adventista Puno,Senati Puno
2024-07-23,07:13:00,Jirón Lima Puno,Hotel Sonesta Posadas del Inca Puno
2024-07-23,10:19:00,Polideportivo Chanu Chanu Puno,Colegio Glorioso San Carlos Puno
2024-07-23,10:45:00,Parque Mariátegui Puno,Colegio María Auxiliadora Puno
2024-07-23,11:07:00,Puerto Lacustre Puno,Universidad Nacional del Altiplano
2024-07-23,11:27:00,Mirador Kuntur Wasi Puno,Los Incas Puno
2024-07-23,12:16:00,Avenida El Sol Puno,Hospital ESSALUD Puno
2024-07-23,12:21:00,Avenida La Torre Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-07-23,12:40:00,Senati Puno,Gobierno Regional de Puno
2024-07-23,12:41:00,Urbanización Alto Puno,Colegio Glorioso San Carlos Puno
2024-07-23,14:35:00,Avenida Floral Puno,Plaza Mayor de Puno Puno
2024-07-23,14:37:00,Jirón Lima Puno,Plazuela 15 de Agosto Puno
2024-07-23,14:50:00,Mirador Kuntur Wasi Puno,Mercado Central Bellavista Puno
2024-07-23,15:36:00,Hotel Libertador Lago Titicaca Puno,Gran Unidad Escolar San Carlos Puno
2024-07-23,15:37:00,Plaza Mayor de Puno Puno,Puerto Muñoz Díaz Puno
2024-07-23,16:08:00,Jirón Lima Puno,Mercado Central Bellavista Puno
2024-07-23,16:56:00,Real Plaza Puno,Hostal Mirador Korichasca Puno
2024-07-23,17:07:00,Municipalidad Provincial de Puno,Gobierno Regional de Puno
2024-07-23,17:15:00,Terminal Terrestre Puno,Universidad Nacional del Altiplano
2024-07-23,17:24:00,Cementerio Yanamayo Puno,Hotel Libertador Lago Titicaca Puno
2024-07-23,17:52:00,Urbanización Alto Puno,Avenida El Sol Puno
2024-07-23,18:35:00,Gobierno Regional de Puno,Hospital Regional Manuel Núñez Butrón
2024-07-23,18:47:00,Puerto Lacustre Puno,Avenida Floral Puno
2024-07-23,18:49:00,Plazuela Santa Rosa Puno,Centro de Salud Metropolitano Puno
2024-07-23,19:22:00,Hospital Regional Manuel Núñez Butrón,Urbanización Huajsapata Puno
2024-07-23,19:37:00,Parque del Niño Puno,Iglesia San Juan Bautista Puno
2024-07-23,20:24:00,Urbanización Chanu Chanu Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-07-23,21:46:00,Hotel Sonesta Posadas del Inca Puno,Hostal Mirador Korichasca Puno
2024-07-23,22:10:00,Parque del Niño Puno,Puerto Lacustre Puno
2024-07-23,22:12:00,Urbanización Huajsapata Puno,Urbanización Chanu Chanu Puno
2024-07-24,05:40:00,Centro de Salud Metropolitano Puno,Urbanización Chanu Chanu Puno
2024-07-24,07:00:00,Real Plaza Puno,Avenida El Sol Puno
2024-07-24,07:14:00,Iglesia San Juan Bautista Puno,Jirón Lima Puno
2024-07-24,07:54:00,Real Plaza Puno,Instituto de Cultura y Turismo de Puno
2024-07-24,07:55:00,Puerto Lacustre Puno,Mercado Unión y Dignidad Puno
2024-07-24,08:06:00,Instituto Americano Los Andes Puno,Real Plaza Puno
2024-07-24,08:34:00,Hostal Mirador Korichasca Puno,Mirador Kuntur Wasi Puno
2024-07-24,08:44:00,Hotel Libertador Lago Titicaca Puno,Plaza Mayor de Puno Puno
2024-07-24,09:08:00,Real Plaza Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-07-24,09:15:00,Puerto Lacustre Puno,Jayllihuaya Puno
2024-07-24,09:21:00,Colegio María Auxiliadora Puno,Jirón Lima Puno
2024-07-24,09:24:00,Cementerio Yanamayo Puno,Gran Unidad Escolar San Carlos Puno
2024-07-24,09:39:00,Plaza Mayor de Puno Puno,Terminal Zonal Sur Puno
2024-07-24,10:33:00,Universidad Andina Néstor Cáceres Velásquez Puno,Instituto de Cultura y Turismo de Puno
2024-07-24,10:50:00,Colegio María Auxiliadora Puno,Parque del Niño Puno
2024-07-24,12:07:00,Avenida La Torre Puno,Isla Esteves Puno
2024-07-24,13:16:00,Terminal Zonal Sur Puno,Avenida El Sol Puno
2024-07-24,14:34:00,Mercado Unión y Dignidad Puno,Gobierno Regional de Puno
2024-07-24,15:53:00,Plaza Mayor de Puno Puno,Parque Pino Puno
2024-07-24,16:04:00,Salcedo Puno,Plaza Mayor de Puno Puno
2024-07-24,16:31:00,Senati Puno,Urbanización Bellavista Puno
2024-07-24,16:36:00,Cementerio Yanamayo Puno,Instituto de Cultura y Turismo de Puno
2024-07-24,19:03:00,Avenida La Torre Puno,Hostal Mirador Korichasca Puno
2024-07-24,19:55:00,Parque Pino Puno,Gran Unidad Escolar San Carlos Puno
2024-07-24,22:41:00,Colegio Glorioso San Carlos Puno,Colegio Glorioso San Carlos Puno
2024-07-25,06:27:00,Jirón Lima Puno,Urbanización Salcedo Puno
2024-07-25,06:29:00,Mirador Puma Uta Puno,Colegio María Auxiliadora Puno
2024-07-25,07:18:00,Hospital ESSALUD Puno,Municipalidad Provincial de Puno
2024-07-25,07:51:00,Parque Pino Puno,Urbanización Alto Puno
2024-07-25,08:53:00,Estadio Enrique Torres Belón,Plazuela Santa Rosa Puno
2024-07-25,09:12:00,Jirón Lima Puno,Jayllihuaya Puno
2024-07-25,10:23:00,Centro de Salud Metropolitano Puno,Municipalidad Provincial de Puno
2024-07-25,10:58:00,Catedral Basílica de Puno,Puerto Lacustre Puno
2024-07-25,13:07:00,Terminal Zonal Sur Puno,Universidad Nacional del Altiplano
2024-07-25,13:07:00,Plazuela Santa Rosa Puno,Mercado Central Bellavista Puno
2024-07-25,14:55:00,Estadio Enrique Torres Belón,Puerto Lacustre Puno
2024-07-25,15:16:00,Gobierno Regional de Puno,Urbanización Bellavista Puno
2024-07-25,15:35:00,Universidad Nacional del Altiplano,Colegio Don Bosco Puno
2024-07-25,15:50:00,Salcedo Puno,Urbanización Alto Puno
2024-07-25,17:08:00,Colegio Glorioso San Carlos Puno,Colegio Don Bosco Puno
2024-07-25,17:08:00,Puerto Lacustre Puno,Instituto Americano Los Andes Puno
2024-07-25,17:23:00,Gran Unidad Escolar San Carlos Puno,Complejo Deportivo Alto Llavini Puno
2024-07-25,17:41:00,Parque Pino Puno,Mirador Puma Uta Puno
2024-07-25,18:37:00,Universidad Nacional del Altiplano,Puerto Lacustre Puno
2024-07-25,19:10:00,Salcedo Puno,Mirador Kuntur Wasi Puno
2024-07-25,19:41:00,Hotel Sonesta Posadas del Inca Puno,Avenida El Sol Puno
2024-07-25,22:19:00,Mercado Central Bellavista Puno,Los Incas Puno
2024-07-25,22:32:00,Isla Esteves Puno,Plazuela Santa Rosa Puno
2024-07-26,06:05:00,Avenida El Sol Puno,Plazuela Santa Rosa Puno
2024-07-26,06:08:00,Avenida La Torre Puno,Av. Costanera Puno
2024-07-26,06:56:00,Complejo Deportivo Alto Llavini Puno,Parque Pino Puno
2024-07-26,06:58:00,Colegio Adventista Puno,Mercado Central Bellavista Puno
2024-07-26,07:18:00,Plaza Mayor de Puno Puno,Mirador Puma Uta Puno
2024-07-26,07:49:00,Plazuela Santa Rosa Puno,Plazuela 15 de Agosto Puno
2024-07-26,08:06:00,Urbanización Salcedo Puno,Hotel Libertador Lago Titicaca Puno
2024-07-26,08:11:00,Terminal Zonal Sur Puno,Real Plaza Puno
2024-07-26,08:17:00,Plaza Mayor de Puno Puno,Cementerio Yanamayo Puno
2024-07-26,08:56:00,Plaza Mayor de Puno Puno,Terminal Zonal Sur Puno
2024-07-26,09:06:00,Hotel Libertador Lago Titicaca Puno,Instituto de Cultura y Turismo de Puno
2024-07-26,09:12:00,Hostal Mirador Korichasca Puno,Urbanización Huajsapata Puno
2024-07-26,09:14:00,Centro de Salud Metropolitano Puno,Puerto Muñoz Díaz Puno
2024-07-26,09:36:00,Hospital ESSALUD Puno,Plaza Mayor de Puno Puno
2024-07-26,11:41:00,Urbanización Bellavista Puno,Gran Unidad Escolar San Carlos Puno
2024-07-26,12:16:00,Plaza Mayor de Puno Puno,Cementerio Laykakota Puno
2024-07-26,12:26:00,Senati Puno,Gran Unidad Escolar San Carlos Puno
2024-07-26,12:38:00,Terminal Zonal Sur Puno,Puerto Lacustre Puno
2024-07-26,13:05:00,Gobierno Regional de Puno,Hotel Libertador Lago Titicaca Puno
2024-07-26,13:50:00,Mirador Kuntur Wasi Puno,Hotel Sonesta Posadas del Inca Puno
2024-07-26,14:57:00,Complejo Deportivo Alto Llavini Puno,Hospital Regional Manuel Núñez Butrón
2024-07-26,15:05:00,Mercado Central Bellavista Puno,Salcedo Puno
2024-07-26,16:02:00,Universidad Nacional del Altiplano,Salcedo Puno
2024-07-26,18:06:00,Plazuela 15 de Agosto Puno,Parque Pino Puno
2024-07-26,18:21:00,Polideportivo Chanu Chanu Puno,Cementerio Laykakota Puno
2024-07-26,18:37:00,Universidad Nacional del Altiplano,Mercado Laykakota Puno
2024-07-26,19:00:00,Instituto de Educación Superior Tecnológico Público Puno,Gobierno Regional de Puno
2024-07-26,20:26:00,Urbanización Bellavista Puno,Cementerio Yanamayo Puno
2024-07-26,20:29:00,Colegio Don Bosco Puno,Puerto Lacustre Puno
2024-07-26,21:01:00,Senati Puno,Hostal Mirador Korichasca Puno
2024-07-26,22:01:00,Colegio Adventista Puno,Parque Pino Puno
2024-07-26,22:07:00,Urbanización Chanu Chanu Puno,Av. Costanera Puno
2024-07-26,22:13:00,Catedral Basílica de Puno,Puerto Lacustre Puno
2024-07-26,22:34:00,Real Plaza Puno,Municipalidad Provincial de Puno
2024-07-27,05:03:00,Hospital ESSALUD Puno,Municipalidad Provincial de Puno
2024-07-27,05:23:00,Mercado Central Bellavista Puno,Cementerio Laykakota Puno
2024-07-27,05:47:00,Real Plaza Puno,Cementerio Yanamayo Puno
2024-07-27,06:08:00,Urbanización Salcedo Puno,Avenida El Sol Puno
2024-07-27,06:36:00,Mercado Central Bellavista Puno,Plaza Mayor de Puno Puno
2024-07-27,07:01:00,Avenida La Torre Puno,Urbanización Chanu Chanu Puno
2024-07-27,07:34:00,Mirador Kuntur Wasi Puno,Hotel Sonesta Posadas del Inca Puno
2024-07-27,08:07:00,Senati Puno,Instituto de Cultura y Turismo de Puno
2024-07-27,08:13:00,Real Plaza Puno,Jirón Lima Puno
2024-07-27,08:14:00,Real Plaza Puno,Salcedo Puno
2024-07-27,08:22:00,Colegio Glorioso San Carlos Puno,Colegio Adventista Puno
2024-07-27,08:32:00,Real Plaza Puno,Urbanización Bellavista Puno
2024-07-27,09:33:00,Colegio Glorioso San Carlos Puno,Real Plaza Puno
2024-07-27,10:00:00,Mercado Central Bellavista Puno,Jirón Lima Puno
2024-07-27,11:44:00,Urbanización Bellavista Puno,Real Plaza Puno
2024-07-27,12:53:00,Avenida El Sol Puno,Los Incas Puno
2024-07-27,14:05:00,Urbanización Alto Puno,Cementerio Laykakota Puno
2024-07-27,14:57:00,Hostal Mirador Korichasca Puno,Los Incas Puno
2024-07-27,16:18:00,Hospital ESSALUD Puno,Colegio Glorioso San Carlos Puno
2024-07-27,16:30:00,Mercado Central Bellavista Puno,Puerto Muñoz Díaz Puno
2024-07-27,17:07:00,Urbanización Bellavista Puno,Mercado Laykakota Puno
2024-07-27,17:16:00,Plazuela 15 de Agosto Puno,Centro de Salud Metropolitano Puno
2024-07-27,17:40:00,Urbanización Salcedo Puno,Senati Puno
2024-07-27,17:41:00,Mirador Kuntur Wasi Puno,Plazuela Santa Rosa Puno
2024-07-27,17:50:00,Av. Costanera Puno,Hospital ESSALUD Puno
2024-07-27,18:15:00,Av. Costanera Puno,Plazuela 15 de Agosto Puno
2024-07-27,19:04:00,Urbanización Chanu Chanu Puno,Gran Unidad Escolar San Carlos Puno
2024-07-27,19:31:00,Real Plaza Puno,Mercado Unión y Dignidad Puno
2024-07-27,19:41:00,Puerto Muñoz Díaz Puno,Mercado Central Bellavista Puno
2024-07-27,19:50:00,Mercado Laykakota Puno,Colegio Glorioso San Carlos Puno
2024-07-27,22:18:00,Av. Costanera Puno,Mirador Kuntur Wasi Puno
2024-07-28,06:35:00,Instituto de Cultura y Turismo de Puno,Puerto Lacustre Puno
2024-07-28,07:30:00,Avenida El Sol Puno,Gran Unidad Escolar San Carlos Puno
2024-07-28,07:30:00,Urbanización Bellavista Puno,Urbanización Bellavista Puno
2024-07-28,07:33:00,Universidad Andina Néstor Cáceres Velásquez Puno,Urbanización Huajsapata Puno
2024-07-28,08:03:00,Mercado Laykakota Puno,Salcedo Puno
2024-07-28,09:34:00,Puerto Muñoz Díaz Puno,Estadio Enrique Torres Belón
2024-07-28,09:46:00,Parque Mariátegui Puno,Jirón Lima Puno
2024-07-28,09:59:00,Urbanización Salcedo Puno,Centro de Salud Metropolitano Puno
2024-07-28,10:14:00,Instituto de Educación Superior Tecnológico Público Puno,Cementerio Yanamayo Puno
2024-07-28,10:25:00,Mercado Laykakota Puno,Plaza Mayor de Puno Puno
2024-07-28,10:47:00,Parque Mariátegui Puno,Isla Esteves Puno
2024-07-28,11:18:00,Jayllihuaya Puno,Hotel Libertador Lago Titicaca Puno
2024-07-28,11:33:00,Cementerio Laykakota Puno,Plaza Mayor de Puno Puno
2024-07-28,11:44:00,Jayllihuaya Puno,Cementerio Yanamayo Puno
2024-07-28,12:07:00,Iglesia San Juan Bautista Puno,Colegio Don Bosco Puno
2024-07-28,12:30:00,Universidad Nacional del Altiplano,Los Incas Puno
2024-07-28,14:11:00,Colegio María Auxiliadora Puno,Parque Mariátegui Puno
2024-07-28,15:24:00,Salcedo Puno,Puerto Lacustre Puno
2024-07-28,17:06:00,Universidad Nacional del Altiplano,Senati Puno
2024-07-28,17:09:00,Urbanización Alto Puno,Colegio Adventista Puno
2024-07-28,17:24:00,Urbanización Alto Puno,Colegio María Auxiliadora Puno
2024-07-28,17:33:00,Puerto Muñoz Díaz Puno,Avenida Floral Puno
2024-07-28,17:42:00,Urbanización Alto Puno,Colegio Don Bosco Puno
2024-07-28,17:43:00,Cementerio Yanamayo Puno,Cementerio Laykakota Puno
2024-07-28,17:56:00,Polideportivo Chanu Chanu Puno,Isla Esteves Puno
2024-07-28,18:51:00,Av. Costanera Puno,Instituto de Cultura y Turismo de Puno
2024-07-28,19:01:00,Colegio Adventista Puno,Isla Esteves Puno
2024-07-28,19:08:00,Mercado Central Bellavista Puno,Senati Puno
2024-07-28,20:43:00,Complejo Deportivo Alto Llavini Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-07-28,20:50:00,Municipalidad Provincial de Puno,Puerto Muñoz Díaz Puno
2024-07-28,21:26:00,Avenida La Torre Puno,Hotel Libertador Lago Titicaca Puno
2024-07-28,22:39:00,Hostal Mirador Korichasca Puno,Colegio María Auxiliadora Puno
2024-07-29,06:56:00,Colegio Adventista Puno,Hospital Regional Manuel Núñez Butrón
2024-07-29,07:51:00,Mercado Laykakota Puno,Mirador Puma Uta Puno
2024-07-29,09:26:00,Universidad Nacional del Altiplano,Hotel Libertador Lago Titicaca Puno
2024-07-29,09:32:00,Av. Costanera Puno,Iglesia San Juan Bautista Puno
2024-07-29,09:55:00,Universidad Andina Néstor Cáceres Velásquez Puno,Hospital ESSALUD Puno
2024-07-29,10:06:00,Avenida Floral Puno,Jirón Lima Puno
2024-07-29,11:13:00,Polideportivo Chanu Chanu Puno,Jirón Lima Puno
2024-07-29,12:53:00,Universidad Andina Néstor Cáceres Velásquez Puno,Urbanización Chanu Chanu Puno
2024-07-29,13:06:00,Cementerio Yanamayo Puno,Mirador Puma Uta Puno
2024-07-29,13:33:00,Municipalidad Provincial de Puno,Av. Costanera Puno
2024-07-29,14:29:00,Plaza Mayor de Puno Puno,Iglesia San Juan Bautista Puno
2024-07-29,15:29:00,Hostal Mirador Korichasca Puno,Avenida La Torre Puno
2024-07-29,16:54:00,Estadio Enrique Torres Belón,Hostal Mirador Korichasca Puno
2024-07-29,17:01:00,Gran Unidad Escolar San Carlos Puno,Puerto Lacustre Puno
2024-07-29,17:03:00,Urbanización Alto Puno,Real Plaza Puno
2024-07-29,18:04:00,Instituto de Educación Superior Tecnológico Público Puno,Salcedo Puno
2024-07-29,18:15:00,Instituto de Cultura y Turismo de Puno,Iglesia San Juan Bautista Puno
2024-07-29,18:22:00,Jirón Lima Puno,Complejo Deportivo Alto Llavini Puno
2024-07-29,18:29:00,Av. Costanera Puno,Colegio Glorioso San Carlos Puno
2024-07-29,19:12:00,Gobierno Regional de Puno,Hostal Mirador Korichasca Puno
2024-07-29,19:26:00,Senati Puno,Gobierno Regional de Puno
2024-07-29,19:41:00,Mirador Kuntur Wasi Puno,Plaza Mayor de Puno Puno
2024-07-30,05:33:00,Plazuela Santa Rosa Puno,Mirador Kuntur Wasi Puno
2024-07-30,05:45:00,Universidad Andina Néstor Cáceres Velásquez Puno,Cementerio Yanamayo Puno
2024-07-30,06:15:00,Colegio Don Bosco Puno,Mercado Laykakota Puno
2024-07-30,07:07:00,Urbanización Alto Puno,Urbanización Chanu Chanu Puno
2024-07-30,08:07:00,Universidad Nacional del Altiplano,Mercado Central Bellavista Puno
2024-07-30,08:51:00,Colegio María Auxiliadora Puno,Urbanización Bellavista Puno
2024-07-30,09:31:00,Parque Pino Puno,Jirón Lima Puno
2024-07-30,09:44:00,Instituto Americano Los Andes Puno,Terminal Terrestre Puno
2024-07-30,10:08:00,Avenida Floral Puno,Mercado Unión y Dignidad Puno
2024-07-30,11:56:00,Avenida Floral Puno,Hotel Libertador Lago Titicaca Puno
2024-07-30,12:19:00,Plazuela 15 de Agosto Puno,Urbanización Chanu Chanu Puno
2024-07-30,12:36:00,Complejo Deportivo Alto Llavini Puno,Universidad Nacional del Altiplano
2024-07-30,14:26:00,Urbanización Huajsapata Puno,Mercado Central Bellavista Puno
2024-07-30,14:30:00,Mercado Central Bellavista Puno,Jayllihuaya Puno
2024-07-30,14:36:00,Urbanización Chanu Chanu Puno,Mercado Unión y Dignidad Puno
2024-07-30,15:03:00,Centro de Salud Metropolitano Puno,Colegio Adventista Puno
2024-07-30,15:53:00,Universidad Andina Néstor Cáceres Velásquez Puno,Centro de Salud Metropolitano Puno
2024-07-30,17:17:00,Complejo Deportivo Alto Llavini Puno,Mercado Unión y Dignidad Puno
2024-07-30,17:45:00,Hostal Mirador Korichasca Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-07-30,17:46:00,Puerto Lacustre Puno,Colegio Glorioso San Carlos Puno
2024-07-30,17:59:00,Mirador Puma Uta Puno,Gran Unidad Escolar San Carlos Puno
2024-07-30,18:13:00,Puerto Muñoz Díaz Puno,Av. Costanera Puno
2024-07-30,18:36:00,Instituto Americano Los Andes Puno,Puerto Muñoz Díaz Puno
2024-07-30,18:48:00,Puerto Lacustre Puno,Plaza Mayor de Puno Puno
2024-07-30,18:51:00,Urbanización Salcedo Puno,Parque Mariátegui Puno
2024-07-30,19:29:00,Colegio Glorioso San Carlos Puno,Mercado Central Bellavista Puno
2024-07-30,19:42:00,Senati Puno,Parque Pino Puno
2024-07-30,20:57:00,Avenida Floral Puno,Polideportivo Chanu Chanu Puno
2024-07-30,21:24:00,Colegio Adventista Puno,Mirador Puma Uta Puno
2024-07-30,21:51:00,Hotel Libertador Lago Titicaca Puno,Real Plaza Puno
2024-07-30,22:15:00,Puerto Muñoz Díaz Puno,Hotel Sonesta Posadas del Inca Puno
2024-07-30,22:58:00,Mercado Unión y Dignidad Puno,Jirón Lima Puno
2024-07-31,05:29:00,Cementerio Laykakota Puno,Mirador Puma Uta Puno
2024-07-31,05:57:00,Municipalidad Provincial de Puno,Mercado Central Bellavista Puno
2024-07-31,06:17:00,Hostal Mirador Korichasca Puno,Salcedo Puno
2024-07-31,06:41:00,Urbanización Huajsapata Puno,Avenida Floral Puno
2024-07-31,06:59:00,Hospital Regional Manuel Núñez Butrón,Jirón Lima Puno
2024-07-31,07:09:00,Puerto Lacustre Puno,Colegio Don Bosco Puno
2024-07-31,07:09:00,Av. Costanera Puno,Colegio Don Bosco Puno
2024-07-31,07:31:00,Colegio Don Bosco Puno,Gran Unidad Escolar San Carlos Puno
2024-07-31,08:56:00,Iglesia San Juan Bautista Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-07-31,09:16:00,Terminal Terrestre Puno,Universidad Nacional del Altiplano
2024-07-31,09:16:00,Jayllihuaya Puno,Municipalidad Provincial de Puno
2024-07-31,09:16:00,Colegio María Auxiliadora Puno,Jirón Lima Puno
2024-07-31,09:46:00,Parque Mariátegui Puno,Universidad Andina Néstor Cáceres Velásquez Puno
2024-07-31,09:55:00,Gobierno Regional de Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-07-31,11:39:00,Urbanización Salcedo Puno,Cementerio Yanamayo Puno
2024-07-31,12:28:00,Colegio Don Bosco Puno,Terminal Zonal Sur Puno
2024-07-31,12:33:00,Polideportivo Chanu Chanu Puno,Puerto Lacustre Puno
2024-07-31,12:56:00,Puerto Lacustre Puno,Isla Esteves Puno
2024-07-31,13:37:00,Avenida La Torre Puno,Hospital ESSALUD Puno
2024-07-31,13:39:00,Hospital Regional Manuel Núñez Butrón,Mirador Kuntur Wasi Puno
2024-07-31,13:46:00,Avenida El Sol Puno,Av. Costanera Puno
2024-07-31,14:22:00,Colegio Adventista Puno,Terminal Terrestre Puno
2024-07-31,14:29:00,Mercado Central Bellavista Puno,Urbanización Huajsapata Puno
2024-07-31,16:12:00,Los Incas Puno,Complejo Deportivo Alto Llavini Puno
2024-07-31,16:19:00,Mercado Central Bellavista Puno,Centro de Salud Metropolitano Puno
2024-07-31,17:02:00,Catedral Basílica de Puno,Complejo Deportivo Alto Llavini Puno
2024-07-31,18:34:00,Salcedo Puno,Colegio Don Bosco Puno
2024-07-31,19:07:00,Centro de Salud Metropolitano Puno,Cementerio Laykakota Puno
2024-07-31,19:40:00,Isla Esteves Puno,Jirón Lima Puno
2024-07-31,20:41:00,Urbanización Salcedo Puno,Instituto de Cultura y Turismo de Puno
2024-07-31,21:23:00,Plazuela 15 de Agosto Puno,Gobierno Regional de Puno
2024-07-31,21:41:00,Universidad Nacional del Altiplano,Plaza Mayor de Puno Puno
2024-07-31,21:44:00,Urbanización Huajsapata Puno,Mercado Unión y Dignidad Puno
2024-07-31,22:27:00,Puerto Lacustre Puno,Puerto Muñoz Díaz Puno
2024-08-01,06:44:00,Instituto de Cultura y Turismo de Puno,Colegio Glorioso San Carlos Puno
2024-08-01,07:13:00,Instituto de Educación Superior Tecnológico Público Puno,Jirón Lima Puno
2024-08-01,08:08:00,Urbanización Bellavista Puno,Mercado Unión y Dignidad Puno
2024-08-01,09:00:00,Hospital ESSALUD Puno,Urbanización Huajsapata Puno
2024-08-01,09:06:00,Municipalidad Provincial de Puno,Urbanización Alto Puno
