Fecha,Hora de salida,Lugar de Origen,Lugar de Destino,ID
2024-07-07,20:15:00,Av. Costanera Puno,Instituto Americano de Arte Puno,1045
2024-07-07,22:24:00,Parque Mariátegui Puno,Salcedo Puno,1046
2024-07-07,22:34:00,Gobierno Regional de Puno,Mercado Bellavista Puno,1047
2024-07-07,22:46:00,Urbanización Salcedo Puno,Gobierno Regional de Puno,1048
2024-07-08,07:24:00,Mercado Laykakota Puno,Parque Mariátegui Puno,1049
2024-07-08,07:53:00,Polideportivo Chanu Chanu Puno,Hotel Sonesta Posadas del Inca Puno,1050
2024-07-08,07:55:00,Estadio Enrique Torres Belón,Urbanización Chanu Chanu Puno,1051
2024-07-08,08:12:00,Jr. Lima Puno,Senati Puno,1052
2024-07-08,08:29:00,Urbanización Salcedo Puno,Hostal Mirador Korichasca Puno,1053
2024-07-08,08:31:00,Hospital III EsSalud Puno,Mercado Unión y Dignidad Puno,1054
2024-07-08,08:48:00,Parque del Periodista Puno,Colegio María Auxiliadora Puno,1055
2024-07-08,09:04:00,Parque Pino Puno,Mirador Kuntur Wasi Puno,1056
2024-07-08,09:16:00,Universidad Nacional del Altiplano,Institución Educativa San Juan Bautista Puno,1057
2024-07-08,09:16:00,Instituto Americano de Arte Puno,Complejo Deportivo Alto Llavini Puno,1058
2024-07-08,09:17:00,Mirador Puma Uta Puno,Estadio Enrique Torres Belón,1059
2024-07-08,10:13:00,Hotel Libertador Lago Titicaca Puno,Urbanización Chanu Chanu Puno,1060
2024-07-08,11:01:00,Institución Educativa San Juan Bautista Puno,Puerto Lacustre Puno,1061
2024-07-08,11:11:00,Hospital Regional Manuel Núñez Butrón,Mercado Laykakota Puno,1062
2024-07-08,11:32:00,Jr. Lima Puno,Estadio Enrique Torres Belón,1063
2024-07-08,11:40:00,Universidad Nacional del Altiplano,Hospital Regional Manuel Núñez Butrón,1064
2024-07-08,12:33:00,Urbanización Huajsapata Puno,Gobierno Regional de Puno,1065
2024-07-08,14:32:00,Universidad Nacional del Altiplano,Cementerio Yanamayo Puno,1066
2024-07-08,14:47:00,Colegio Glorioso San Carlos Puno,Urbanización Chanu Chanu Puno,1067
2024-07-08,15:07:00,Urbanización Huajsapata Puno,Universidad Nacional del Altiplano,1068
2024-07-08,15:39:00,Avenida El Sol Puno,Cementerio Yanamayo Puno,1069
2024-07-08,16:35:00,Colegio María Auxiliadora Puno,Mercado Bellavista Puno,1070
2024-07-08,16:44:00,Colegio Don Bosco Puno,Colegio María Auxiliadora Puno,1071
2024-07-08,17:06:00,Jr. Tarapacá Puno,Colegio Adventista Puno,1072
2024-07-08,17:15:00,Universidad Nacional del Altiplano,Plaza Vea Puno,1073
2024-07-08,17:27:00,Universidad Nacional del Altiplano,Hospital Regional Manuel Núñez Butrón,1074
2024-07-08,17:30:00,Hospital III EsSalud Puno,Universidad Nacional del Altiplano,1075
2024-07-08,17:41:00,Parque Mariátegui Puno,Colegio Glorioso San Carlos Puno,1076
2024-07-08,17:47:00,Municipalidad Provincial de Puno,Salcedo Puno,1077
2024-07-08,17:53:00,Hospital Regional Manuel Núñez Butrón,Jr. Los Incas Puno,1078
2024-07-08,18:14:00,Cementerio Laykakota Puno,Puerto Lacustre Puno,1079
2024-07-08,18:45:00,Terminal Terrestre Puno,Parque del Periodista Puno,1080
2024-07-08,19:32:00,Avenida El Sol Puno,Cementerio Laykakota Puno,1081
2024-07-08,19:52:00,Urbanización Bellavista Puno,Municipalidad Provincial de Puno,1082
2024-07-08,22:40:00,Urbanización Huajsapata Puno,Colegio Glorioso San Carlos Puno,1083
2024-07-09,05:02:00,Gobierno Regional de Puno,Avenida La Torre Puno,1084
2024-07-09,05:09:00,Mercado Bellavista Puno,Plaza Vea Puno,1085
2024-07-09,05:38:00,Jr. Tarapacá Puno,Gran Unidad Escolar San Carlos Puno,1086
2024-07-09,06:58:00,Mercado Bellavista Puno,Terminal Terrestre Puno,1087
2024-07-09,07:10:00,Urbanización Salcedo Puno,Mirador Kuntur Wasi Puno,1088
2024-07-09,07:24:00,Universidad Nacional del Altiplano,Instituto de Educación Superior Tecnológico Público Puno,1089
2024-07-09,07:54:00,Parque San Román Puno,Avenida La Torre Puno,1090
2024-07-09,08:00:00,Hospital Regional Manuel Núñez Butrón,Hostal Mirador Korichasca Puno,1091
2024-07-09,08:58:00,Urbanización Salcedo Puno,Puerto Lacustre Puno,1092
2024-07-09,09:13:00,Mercado Unión y Dignidad Puno,Hotel Libertador Lago Titicaca Puno,1093
2024-07-09,09:14:00,Urbanización Alto Puno,Jr. Lima Puno,1094
2024-07-09,09:17:00,Plaza Mayor de Puno,Jr. Lima Puno,1095
2024-07-09,09:35:00,Hotel Sonesta Posadas del Inca Puno,Complejo Deportivo Alto Llavini Puno,1096
2024-07-09,09:44:00,Senati Puno,Estadio Enrique Torres Belón,1097
2024-07-09,10:50:00,Colegio María Auxiliadora Puno,Ministerio de Cultura Puno,1098
2024-07-09,12:18:00,Instituto de Educación Superior Tecnológico Público Puno,Urbanización Salcedo Puno,1099
2024-07-09,12:59:00,Senati Puno,Urbanización Huajsapata Puno,1100
2024-07-09,13:24:00,Terminal Zonal Sur Puno,Institución Educativa San Juan Bautista Puno,1101
2024-07-09,13:47:00,Plaza Vea Puno,Universidad Nacional del Altiplano,1102
2024-07-09,14:42:00,Avenida El Sol Puno,Jr. Los Incas Puno,1103
2024-07-09,16:03:00,Gobierno Regional de Puno,Mercado Laykakota Puno,1104
2024-07-09,16:31:00,Parque Pino Puno,Centro de Salud Metropolitano Puno,1105
2024-07-09,17:09:00,Parque Mariátegui Puno,Salcedo Puno,1106
2024-07-09,17:18:00,Parque San Román Puno,Jayllihuaya Puno,1107
2024-07-09,18:28:00,Jr. Lima Puno,Centro de Salud Metropolitano Puno,1108
2024-07-09,18:47:00,Urbanización Chanu Chanu Puno,Colegio María Auxiliadora Puno,1109
2024-07-09,19:07:00,Plaza Mayor de Puno,Urbanización Bellavista Puno,1110
2024-07-09,19:44:00,Urbanización Chanu Chanu Puno,Avenida Floral Puno,1111
2024-07-09,19:44:00,Colegio María Auxiliadora Puno,Plaza Vea Puno,1112
2024-07-09,19:59:00,Jr. Lima Puno,Colegio Adventista Puno,1113
2024-07-09,21:29:00,Municipalidad Provincial de Puno,Mercado Unión y Dignidad Puno,1114
2024-07-10,05:07:00,Puerto Lacustre Puno,Urbanización Bellavista Puno,1115
2024-07-10,05:17:00,Salcedo Puno,Jr. Los Incas Puno,1116
2024-07-10,05:21:00,Senati Puno,Parque Pino Puno,1117
2024-07-10,06:35:00,Jr. Los Incas Puno,Terminal Zonal Sur Puno,1118
2024-07-10,07:33:00,Estadio Enrique Torres Belón,Cementerio Yanamayo Puno,1119
2024-07-10,08:30:00,Hospital III EsSalud Puno,Jr. Tarapacá Puno,1120
2024-07-10,09:48:00,Colegio Adventista Puno,Parque Pino Puno,1121
2024-07-10,10:05:00,Jr. Lima Puno,Hostal Mirador Korichasca Puno,1122
2024-07-10,11:14:00,Hospital III EsSalud Puno,Parque Pino Puno,1123
2024-07-10,11:14:00,Terminal Zonal Sur Puno,Plaza Vea Puno,1124
2024-07-10,11:37:00,Colegio Glorioso San Carlos Puno,Instituto Americano de Arte Puno,1125
2024-07-10,12:56:00,Complejo Deportivo Alto Llavini Puno,Puerto Lacustre Puno,1126
2024-07-10,13:57:00,Jr. Lima Puno,Parque Mariátegui Puno,1127
2024-07-10,14:38:00,Instituto de Educación Superior Tecnológico Público Puno,Urbanización Salcedo Puno,1128
2024-07-10,15:37:00,Mirador Kuntur Wasi Puno,Parque Pino Puno,1129
2024-07-10,15:53:00,Gobierno Regional de Puno,Ministerio de Cultura Puno,1130
2024-07-10,17:07:00,Avenida Floral Puno,Plaza Vea Puno,1131
2024-07-10,18:16:00,Colegio Adventista Puno,Hotel Sonesta Posadas del Inca Puno,1132
2024-07-10,21:23:00,Parque del Niño Puno,Municipalidad Provincial de Puno,1133
2024-07-10,22:15:00,Instituto de Educación Superior Tecnológico Público Puno,Parque del Niño Puno,1134
2024-07-10,22:51:00,Colegio Glorioso San Carlos Puno,Parque Pino Puno,1135
2024-07-11,05:36:00,Jr. Lima Puno,Urbanización Huajsapata Puno,1136
2024-07-11,05:40:00,Parque Pino Puno,Complejo Deportivo Alto Llavini Puno,1137
2024-07-11,05:58:00,Colegio Don Bosco Puno,Jr. Lima Puno,1138
2024-07-11,06:02:00,Puerto Lacustre Puno,Mercado Bellavista Puno,1139
2024-07-11,06:48:00,Avenida La Torre Puno,Hotel Libertador Lago Titicaca Puno,1140
2024-07-11,07:08:00,Jr. Tarapacá Puno,Plaza Mayor de Puno,1141
2024-07-11,07:30:00,Municipalidad Provincial de Puno,Ministerio de Cultura Puno,1142
2024-07-11,08:10:00,Parque Mariátegui Puno,Urbanización Alto Puno,1143
2024-07-11,08:11:00,Terminal Terrestre Puno,Hostal Mirador Korichasca Puno,1144
2024-07-11,09:21:00,Hotel Libertador Lago Titicaca Puno,Jr. Los Incas Puno,1145
2024-07-11,09:50:00,Hospital Regional Manuel Núñez Butrón,Hotel Libertador Lago Titicaca Puno,1146
2024-07-11,09:56:00,Institución Educativa San Juan Bautista Puno,Terminal Zonal Sur Puno,1147
2024-07-11,12:44:00,Urbanización Salcedo Puno,Cementerio Yanamayo Puno,1148
2024-07-11,13:58:00,Mirador Puma Uta Puno,Jr. Lima Puno,1149
2024-07-11,15:32:00,Urbanización Salcedo Puno,Centro de Salud Metropolitano Puno,1150
2024-07-11,16:56:00,Jr. Lima Puno,Jr. Los Incas Puno,1151
2024-07-11,17:10:00,Complejo Deportivo Alto Llavini Puno,Avenida Floral Puno,1152
2024-07-11,17:45:00,Hostal Mirador Korichasca Puno,Plaza Mayor de Puno,1153
2024-07-11,18:05:00,Colegio Don Bosco Puno,Universidad Nacional del Altiplano,1154
2024-07-11,18:13:00,Plaza Mayor de Puno,Jr. Tarapacá Puno,1155
2024-07-11,18:54:00,Plaza Mayor de Puno,Avenida El Sol Puno,1156
2024-07-11,19:11:00,Cementerio Yanamayo Puno,Plaza Vea Puno,1157
2024-07-11,19:24:00,Urbanización Chanu Chanu Puno,Parque Mariátegui Puno,1158
2024-07-11,19:25:00,Colegio María Auxiliadora Puno,Gobierno Regional de Puno,1159
2024-07-11,19:31:00,Colegio Don Bosco Puno,Colegio Glorioso San Carlos Puno,1160
2024-07-11,19:39:00,Urbanización Salcedo Puno,Salcedo Puno,1161
2024-07-11,19:41:00,Universidad Nacional del Altiplano,Mirador Puma Uta Puno,1162
2024-07-11,20:41:00,Cementerio Yanamayo Puno,Colegio Don Bosco Puno,1163
2024-07-11,21:37:00,Colegio Adventista Puno,Colegio María Auxiliadora Puno,1164
2024-07-12,05:37:00,Avenida La Torre Puno,Hotel Libertador Lago Titicaca Puno,1165
2024-07-12,06:23:00,Mirador Puma Uta Puno,Colegio Glorioso San Carlos Puno,1166
2024-07-12,07:18:00,Plaza Vea Puno,Terminal Zonal Sur Puno,1167
2024-07-12,07:24:00,Puerto Lacustre Puno,Terminal Terrestre Puno,1168
2024-07-12,07:29:00,Mercado Laykakota Puno,Urbanización Salcedo Puno,1169
2024-07-12,07:53:00,Puerto Lacustre Puno,Hotel Libertador Lago Titicaca Puno,1170
2024-07-12,08:18:00,Avenida Floral Puno,Urbanización Bellavista Puno,1171
2024-07-12,08:21:00,Centro de Salud Metropolitano Puno,Estadio Enrique Torres Belón,1172
2024-07-12,08:42:00,Hotel Libertador Lago Titicaca Puno,Plaza Mayor de Puno,1173
2024-07-12,08:49:00,Plaza Mayor de Puno,Mirador Kuntur Wasi Puno,1174
2024-07-12,08:55:00,Parque del Periodista Puno,Cementerio Laykakota Puno,1175
2024-07-12,09:02:00,Hostal Mirador Korichasca Puno,Plaza Mayor de Puno,1176
2024-07-12,09:10:00,Parque del Periodista Puno,Cementerio Yanamayo Puno,1177
2024-07-12,09:12:00,Centro de Salud Metropolitano Puno,Parque Pino Puno,1178
2024-07-12,09:26:00,Hotel Libertador Lago Titicaca Puno,Terminal Zonal Sur Puno,1179
2024-07-12,11:45:00,Colegio Adventista Puno,Parque Mariátegui Puno,1180
2024-07-12,12:28:00,Parque San Román Puno,Urbanización Bellavista Puno,1181
2024-07-12,12:37:00,Mercado Unión y Dignidad Puno,Jayllihuaya Puno,1182
2024-07-12,13:46:00,Mirador Puma Uta Puno,Colegio Adventista Puno,1183
2024-07-12,14:45:00,Puerto Lacustre Puno,Jr. Lima Puno,1184
2024-07-12,17:14:00,Complejo Deportivo Alto Llavini Puno,Colegio Adventista Puno,1185
2024-07-12,17:18:00,Polideportivo Chanu Chanu Puno,Mercado Laykakota Puno,1186
2024-07-12,17:20:00,Parque San Román Puno,Colegio Glorioso San Carlos Puno,1187
2024-07-12,17:31:00,Gran Unidad Escolar San Carlos Puno,Jr. Tarapacá Puno,1188
2024-07-12,17:53:00,Instituto de Educación Superior Tecnológico Público Puno,Terminal Terrestre Puno,1189
2024-07-12,18:02:00,Urbanización Bellavista Puno,Colegio María Auxiliadora Puno,1190
2024-07-12,19:35:00,Puerto Lacustre Puno,Complejo Deportivo Alto Llavini Puno,1191
2024-07-12,19:45:00,Salcedo Puno,Urbanización Alto Puno,1192
2024-07-12,19:46:00,Mirador Puma Uta Puno,Terminal Terrestre Puno,1193
2024-07-12,20:09:00,Hotel Libertador Lago Titicaca Puno,Jr. Lima Puno,1194
2024-07-12,20:36:00,Mercado Bellavista Puno,Mirador Kuntur Wasi Puno,1195
2024-07-12,20:54:00,Hostal Mirador Korichasca Puno,Jayllihuaya Puno,1196
2024-07-12,21:15:00,Mercado Laykakota Puno,Plaza Vea Puno,1197
2024-07-12,22:26:00,Mercado Bellavista Puno,Complejo Deportivo Alto Llavini Puno,1198
2024-07-12,22:38:00,Jr. Lima Puno,Mercado Bellavista Puno,1199
2024-07-13,06:00:00,Plaza Mayor de Puno,Complejo Deportivo Alto Llavini Puno,1200
2024-07-13,06:14:00,Mercado Laykakota Puno,Complejo Deportivo Alto Llavini Puno,1201
2024-07-13,06:45:00,Hotel Sonesta Posadas del Inca Puno,Parque Pino Puno,1202
2024-07-13,06:55:00,Terminal Terrestre Puno,Puerto Lacustre Puno,1203
2024-07-13,07:06:00,Estadio Enrique Torres Belón,Terminal Terrestre Puno,1204
2024-07-13,08:03:00,Mercado Bellavista Puno,Jr. Los Incas Puno,1205
2024-07-13,08:04:00,Jayllihuaya Puno,Mirador Puma Uta Puno,1206
2024-07-13,08:39:00,Mercado Bellavista Puno,Urbanización Chanu Chanu Puno,1207
2024-07-13,08:59:00,Colegio María Auxiliadora Puno,Parque San Román Puno,1208
2024-07-13,09:05:00,Parque Mariátegui Puno,Urbanización Chanu Chanu Puno,1209
2024-07-13,09:07:00,Urbanización Alto Puno,Mercado Bellavista Puno,1210
2024-07-13,09:28:00,Urbanización Alto Puno,Terminal Zonal Sur Puno,1211
2024-07-13,09:42:00,Avenida La Torre Puno,Complejo Deportivo Alto Llavini Puno,1212
2024-07-13,10:19:00,Hospital III EsSalud Puno,Senati Puno,1213
2024-07-13,10:23:00,Urbanización Salcedo Puno,Mirador Puma Uta Puno,1214
2024-07-13,11:57:00,Jayllihuaya Puno,Plaza Mayor de Puno,1215
2024-07-13,12:00:00,Hospital Regional Manuel Núñez Butrón,Institución Educativa San Juan Bautista Puno,1216
2024-07-13,13:40:00,Ministerio de Cultura Puno,Gran Unidad Escolar San Carlos Puno,1217
2024-07-13,15:10:00,Puerto Lacustre Puno,Mirador Kuntur Wasi Puno,1218
2024-07-13,15:23:00,Urbanización Chanu Chanu Puno,Municipalidad Provincial de Puno,1219
2024-07-13,16:23:00,Hotel Sonesta Posadas del Inca Puno,Colegio Don Bosco Puno,1220
2024-07-13,17:25:00,Cementerio Yanamayo Puno,Mirador Puma Uta Puno,1221
2024-07-13,18:18:00,Cementerio Yanamayo Puno,Terminal Terrestre Puno,1222
2024-07-13,18:25:00,Instituto Americano de Arte Puno,Mercado Bellavista Puno,1223
2024-07-13,18:29:00,Gobierno Regional de Puno,Parque Pino Puno,1224
2024-07-13,19:07:00,Municipalidad Provincial de Puno,Mercado Unión y Dignidad Puno,1225
2024-07-13,19:11:00,Instituto de Educación Superior Tecnológico Público Puno,Terminal Terrestre Puno,1226
2024-07-13,19:29:00,Hospital Regional Manuel Núñez Butrón,Mercado Bellavista Puno,1227
2024-07-13,19:37:00,Mercado Laykakota Puno,Parque del Niño Puno,1228
2024-07-13,19:42:00,Jr. Lima Puno,Puerto Lacustre Puno,1229
2024-07-13,20:40:00,Universidad Nacional del Altiplano,Jayllihuaya Puno,1230
2024-07-13,21:22:00,Jayllihuaya Puno,Puerto Lacustre Puno,1231
2024-07-13,21:36:00,Cementerio Laykakota Puno,Universidad Andina Néstor Cáceres Velásquez Puno,1232
2024-07-13,22:15:00,Parque San Román Puno,Mercado Bellavista Puno,1233
2024-07-13,22:26:00,Jayllihuaya Puno,Parque del Periodista Puno,1234
2024-07-14,06:06:00,Hotel Libertador Lago Titicaca Puno,Avenida El Sol Puno,1235
2024-07-14,06:14:00,Urbanización Alto Puno,Gran Unidad Escolar San Carlos Puno,1236
2024-07-14,07:11:00,Instituto de Educación Superior Tecnológico Público Puno,Plaza Vea Puno,1237
2024-07-14,07:15:00,Mercado Bellavista Puno,Universidad Nacional del Altiplano,1238
2024-07-14,07:50:00,Gran Unidad Escolar San Carlos Puno,Ministerio de Cultura Puno,1239
2024-07-14,07:51:00,Puerto Lacustre Puno,Estadio Enrique Torres Belón,1240
2024-07-14,08:27:00,Mercado Unión y Dignidad Puno,Puerto Lacustre Puno,1241
2024-07-14,08:37:00,Plaza Mayor de Puno,Mirador Kuntur Wasi Puno,1242
2024-07-14,09:20:00,Colegio Don Bosco Puno,Mirador Kuntur Wasi Puno,1243
2024-07-14,09:30:00,Polideportivo Chanu Chanu Puno,Mercado Laykakota Puno,1244
2024-07-14,09:56:00,Parque Mariátegui Puno,Gran Unidad Escolar San Carlos Puno,1245
2024-07-14,12:25:00,Urbanización Huajsapata Puno,Complejo Deportivo Alto Llavini Puno,1246
2024-07-14,13:13:00,Puerto Lacustre Puno,Urbanización Chanu Chanu Puno,1247
2024-07-14,13:31:00,Plaza Vea Puno,Parque San Román Puno,1248
2024-07-14,13:48:00,Complejo Deportivo Alto Llavini Puno,Estadio Enrique Torres Belón,1249
2024-07-14,13:55:00,Institución Educativa San Juan Bautista Puno,Hospital III EsSalud Puno,1250
2024-07-14,14:32:00,Colegio María Auxiliadora Puno,Polideportivo Chanu Chanu Puno,1251
2024-07-14,14:43:00,Parque del Niño Puno,Instituto Americano de Arte Puno,1252
2024-07-14,16:36:00,Jr. Lima Puno,Mercado Bellavista Puno,1253
2024-07-14,17:25:00,Plaza Vea Puno,Parque Pino Puno,1254
2024-07-14,17:31:00,Urbanización Alto Puno,Polideportivo Chanu Chanu Puno,1255
2024-07-14,17:39:00,Hotel Libertador Lago Titicaca Puno,Instituto Americano de Arte Puno,1256
2024-07-14,18:00:00,Cementerio Laykakota Puno,Hotel Libertador Lago Titicaca Puno,1257
2024-07-14,18:21:00,Parque San Román Puno,Colegio Adventista Puno,1258
2024-07-14,18:44:00,Hospital III EsSalud Puno,Salcedo Puno,1259
2024-07-14,19:10:00,Colegio Glorioso San Carlos Puno,Jr. Lima Puno,1260
2024-07-14,19:12:00,Colegio Don Bosco Puno,Hospital Regional Manuel Núñez Butrón,1261
2024-07-14,20:48:00,Puerto Lacustre Puno,Urbanización Chanu Chanu Puno,1262
2024-07-14,20:55:00,Hotel Sonesta Posadas del Inca Puno,Mercado Laykakota Puno,1263
2024-07-14,22:13:00,Urbanización Chanu Chanu Puno,Estadio Enrique Torres Belón,1264
2024-07-14,22:45:00,Parque Pino Puno,Universidad Andina Néstor Cáceres Velásquez Puno,1265
2024-07-15,07:17:00,Jr. Lima Puno,Puerto Lacustre Puno,1266
2024-07-15,07:28:00,Hotel Sonesta Posadas del Inca Puno,Hotel Libertador Lago Titicaca Puno,1267
2024-07-15,07:40:00,Urbanización Alto Puno,Plaza Mayor de Puno,1268
2024-07-15,07:47:00,Instituto de Educación Superior Tecnológico Público Puno,Institución Educativa San Juan Bautista Puno,1269
2024-07-15,08:07:00,Mirador Kuntur Wasi Puno,Ministerio de Cultura Puno,1270
2024-07-15,08:51:00,Municipalidad Provincial de Puno,Urbanización Bellavista Puno,1271
2024-07-15,08:52:00,Cementerio Yanamayo Puno,Institución Educativa San Juan Bautista Puno,1272
2024-07-15,09:00:00,Universidad Andina Néstor Cáceres Velásquez Puno,Parque Mariátegui Puno,1273
2024-07-15,09:08:00,Mercado Unión y Dignidad Puno,Colegio Glorioso San Carlos Puno,1274
2024-07-15,09:33:00,Instituto Americano de Arte Puno,Colegio Don Bosco Puno,1275
2024-07-15,09:41:00,Avenida La Torre Puno,Hotel Libertador Lago Titicaca Puno,1276
2024-07-15,09:55:00,Colegio Glorioso San Carlos Puno,Colegio María Auxiliadora Puno,1277
2024-07-15,09:58:00,Ministerio de Cultura Puno,Avenida La Torre Puno,1278
2024-07-15,11:58:00,Colegio Adventista Puno,Urbanización Salcedo Puno,1279
2024-07-15,12:39:00,Colegio Don Bosco Puno,Parque Mariátegui Puno,1280
2024-07-15,12:50:00,Ministerio de Cultura Puno,Jr. Lima Puno,1281
2024-07-15,13:33:00,Cementerio Yanamayo Puno,Terminal Terrestre Puno,1282
2024-07-15,14:07:00,Urbanización Huajsapata Puno,Jayllihuaya Puno,1283
2024-07-15,15:15:00,Parque del Periodista Puno,Colegio Glorioso San Carlos Puno,1284
2024-07-15,16:14:00,Cementerio Yanamayo Puno,Puerto Lacustre Puno,1285
2024-07-15,16:45:00,Urbanización Alto Puno,Jayllihuaya Puno,1286
2024-07-15,17:02:00,Hospital Regional Manuel Núñez Butrón,Urbanización Bellavista Puno,1287
2024-07-15,17:05:00,Avenida La Torre Puno,Puerto Lacustre Puno,1288
2024-07-15,17:09:00,Jr. Lima Puno,Urbanización Alto Puno,1289
2024-07-15,17:28:00,Mercado Laykakota Puno,Polideportivo Chanu Chanu Puno,1290
2024-07-15,18:12:00,Parque San Román Puno,Polideportivo Chanu Chanu Puno,1291
2024-07-15,18:15:00,Terminal Terrestre Puno,Jr. Tarapacá Puno,1292
2024-07-15,19:12:00,Mirador Kuntur Wasi Puno,Gobierno Regional de Puno,1293
2024-07-15,19:14:00,Puerto Lacustre Puno,Universidad Nacional del Altiplano,1294
2024-07-15,19:37:00,Hospital III EsSalud Puno,Colegio Adventista Puno,1295
2024-07-15,19:56:00,Mirador Kuntur Wasi Puno,Mercado Bellavista Puno,1296
2024-07-15,22:09:00,Urbanización Huajsapata Puno,Parque Mariátegui Puno,1297
2024-07-16,06:34:00,Mercado Laykakota Puno,Polideportivo Chanu Chanu Puno,1298
2024-07-16,07:08:00,Mirador Puma Uta Puno,Hospital Regional Manuel Núñez Butrón,1299
2024-07-16,07:12:00,Parque Mariátegui Puno,Gran Unidad Escolar San Carlos Puno,1300
2024-07-16,07:27:00,Mercado Laykakota Puno,Polideportivo Chanu Chanu Puno,1301
2024-07-16,07:36:00,Urbanización Alto Puno,Polideportivo Chanu Chanu Puno,1302
2024-07-16,07:39:00,Plaza Vea Puno,Hotel Libertador Lago Titicaca Puno,1303
2024-07-16,08:51:00,Cementerio Laykakota Puno,Instituto de Educación Superior Tecnológico Público Puno,1304
2024-07-16,09:00:00,Centro de Salud Metropolitano Puno,Gobierno Regional de Puno,1305
2024-07-16,09:06:00,Avenida La Torre Puno,Mercado Unión y Dignidad Puno,1306
2024-07-16,09:22:00,Cementerio Laykakota Puno,Plaza Vea Puno,1307
2024-07-16,09:39:00,Jr. Lima Puno,Universidad Nacional del Altiplano,1308
2024-07-16,12:11:00,Mercado Bellavista Puno,Complejo Deportivo Alto Llavini Puno,1309
2024-07-16,13:17:00,Parque Mariátegui Puno,Plaza Vea Puno,1310
2024-07-16,13:18:00,Parque Mariátegui Puno,Colegio Glorioso San Carlos Puno,1311
2024-07-16,13:37:00,Jr. Los Incas Puno,Colegio María Auxiliadora Puno,1312
2024-07-16,13:44:00,Puerto Lacustre Puno,Ministerio de Cultura Puno,1313
2024-07-16,14:36:00,Salcedo Puno,Parque Mariátegui Puno,1314
2024-07-16,17:26:00,Parque del Periodista Puno,Cementerio Yanamayo Puno,1315
2024-07-16,18:30:00,Gran Unidad Escolar San Carlos Puno,Polideportivo Chanu Chanu Puno,1316
2024-07-16,19:35:00,Urbanización Salcedo Puno,Polideportivo Chanu Chanu Puno,1317
2024-07-17,05:02:00,Avenida Floral Puno,Puerto Lacustre Puno,1318
2024-07-17,05:08:00,Terminal Zonal Sur Puno,Jayllihuaya Puno,1319
2024-07-17,05:13:00,Hospital III EsSalud Puno,Universidad Andina Néstor Cáceres Velásquez Puno,1320
2024-07-17,05:35:00,Jr. Tarapacá Puno,Hospital III EsSalud Puno,1321
2024-07-17,05:50:00,Parque Mariátegui Puno,Parque Pino Puno,1322
2024-07-17,06:15:00,Plaza Mayor de Puno,Senati Puno,1323
2024-07-17,06:21:00,Avenida La Torre Puno,Urbanización Huajsapata Puno,1324
2024-07-17,07:01:00,Mirador Kuntur Wasi Puno,Colegio Adventista Puno,1325
2024-07-17,07:25:00,Universidad Andina Néstor Cáceres Velásquez Puno,Hotel Sonesta Posadas del Inca Puno,1326
2024-07-17,08:05:00,Parque San Román Puno,Hostal Mirador Korichasca Puno,1327
2024-07-17,08:37:00,Urbanización Chanu Chanu Puno,Colegio Don Bosco Puno,1328
2024-07-17,09:07:00,Hostal Mirador Korichasca Puno,Gran Unidad Escolar San Carlos Puno,1329
2024-07-17,09:13:00,Puerto Lacustre Puno,Gran Unidad Escolar San Carlos Puno,1330
2024-07-17,10:52:00,Parque Pino Puno,Puerto Lacustre Puno,1331
2024-07-17,11:13:00,Puerto Lacustre Puno,Mercado Unión y Dignidad Puno,1332
2024-07-17,11:44:00,Plaza Mayor de Puno,Senati Puno,1333
2024-07-17,11:56:00,Senati Puno,Polideportivo Chanu Chanu Puno,1334
2024-07-17,12:09:00,Salcedo Puno,Polideportivo Chanu Chanu Puno,1335
2024-07-17,13:09:00,Municipalidad Provincial de Puno,Hotel Sonesta Posadas del Inca Puno,1336
2024-07-17,13:24:00,Municipalidad Provincial de Puno,Urbanización Bellavista Puno,1337
2024-07-17,13:26:00,Centro de Salud Metropolitano Puno,Mercado Bellavista Puno,1338
2024-07-17,15:26:00,Gran Unidad Escolar San Carlos Puno,Cementerio Laykakota Puno,1339
2024-07-17,16:07:00,Avenida El Sol Puno,Complejo Deportivo Alto Llavini Puno,1340
2024-07-17,16:51:00,Municipalidad Provincial de Puno,Mirador Puma Uta Puno,1341
2024-07-17,16:58:00,Colegio Glorioso San Carlos Puno,Jr. Los Incas Puno,1342
2024-07-17,17:23:00,Complejo Deportivo Alto Llavini Puno,Jr. Los Incas Puno,1343
2024-07-17,17:32:00,Urbanización Bellavista Puno,Terminal Terrestre Puno,1344
2024-07-17,18:24:00,Urbanización Bellavista Puno,Plaza Vea Puno,1345
2024-07-17,18:32:00,Puerto Lacustre Puno,Gobierno Regional de Puno,1346
2024-07-17,18:42:00,Puerto Lacustre Puno,Gobierno Regional de Puno,1347
2024-07-17,18:48:00,Urbanización Salcedo Puno,Parque Pino Puno,1348
2024-07-17,19:11:00,Estadio Enrique Torres Belón,Senati Puno,1349
2024-07-17,19:19:00,Puerto Lacustre Puno,Parque Pino Puno,1350
2024-07-17,21:07:00,Parque Pino Puno,Plaza Vea Puno,1351
2024-07-18,05:10:00,Complejo Deportivo Alto Llavini Puno,Av. Costanera Puno,1352
2024-07-18,05:11:00,Senati Puno,Hotel Sonesta Posadas del Inca Puno,1353
2024-07-18,06:52:00,Parque San Román Puno,Senati Puno,1354
